StateCode,BeachID,BeachName,Station ID,StationName,CountyName,Identifier,StartDate,StartTime,ZoneCode,ActivityTypeCode,CharacteristicName,ResultValue,DetectionQuantitationLimit,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-09-02 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,4,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-31 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-29 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,16,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-26 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,8,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-24 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,4,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-22 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,80,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-20 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,40,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-19 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,16,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-17 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,196,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-15 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,32,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-12 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,76,~~,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-10 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,0,Lower Quantitation Limit~4~#/100ml,,,,,,,,
NY,NY134025,EAGLE DOCK COMMUNITY BEACH,NY134025-01,,SUFFOLK,,2016-08-08 00:00:00,00:00:00,,21NYBCH~Routine,Enterococcus,48,~~,,,,,,,,
